,label,content
316,Negative,Aplikasinya apakah benar terhubung dengan Dinsos? Kenapa data yg sudah di usulkan hampir 3 minggu ini sama sekali tidak di cek. Harus berapa lama memangnya menunggu di konfirmasi apakah data yg di usulkan layak untuk masuk daftar penerima Bansos atau tidak.. Atau apakah aplikasi ini hanya bohong semata?
317,Negative,"Saya berani bersumpah, ini adalah aplikasi terburuk yang ada di ponsel saya. Aplikasi sama sekali tidak bisa digunakan, padahal ini aplikasi pemerintah. Percuma di instal jika tidak bisa dipergunakan."
318,Negative,"Aplikasinya sangat jelek tidak bisa membantu sama sekali mau daftar aja selalu eror eror, terus gunanya aplikasi ini untuk apa"
319,Negative,Aplikasi tidak bisa didaftar sering error .Kecewa dgn sistem bantuan seperti ini . Kasian org dipedalaman yg tidak bisa pakai aplikasi seperti ini
320,Negative,"Selalu ada notif error aplikasi saat membuka apk,,tidak bisa daftarkn usulan,,padahal tdk satupun program bantuan yg saya dapatkn dari pmerintah smntara syarat2nya trpenuhi bhwa saya trmasuk kluarga miskin tak punya rumah,cuma numpang ke org"
321,Negative,"mau kasih bintang 0 tp ga bisa, ribet bgt buat usulan & sanggah juga, akun sudah terverifikasi tp mau login error trs, kapan mau nerima bantuan nya klo gini.. ?"
322,Negative,Aplikasi tidak berguna yg jelas info tidak transparan susah di akses.......apa coba maksud dan tujuan...hanya iming iming penipu...
323,Negative,"Aneh sudah daftar dan tulisannya berhasil terdaftar isi semua data-data tapi di saat mau login malah tidak bisa masuk , apakah ini aplikasi resmi atau bukan"
324,Negative,"Aplikasi ga jelas... Sudah dpt email akun sudah di aktivasi, masih ga bisa log-in. Sangat tidak bagus aplikasinya"
325,Negative,"Tolong di perbaiki nih saat daftar, klik provinsi loadingnya lama lalu terdapat notif silahkan coba kembali, err: error json parse.. Tolong min dibantu diperbaiki trims..."
326,Negative,Tolong perbaiki aplikasinya sudah donlod kan percuma ga bs masuk.udah daftar pas mau log in blom terdaftar pas di daftarin ulang sudah terdaftar.gimn ini aflikasi membingungkan saja ngabisin quota saja ngabisin memori hp saja
327,Negative,mau daftar akun GAK BISA. setiap upload swafoto atau foto ktp PASTI balik ke halaman depan. udah coba berkali-kali. ini parah iniiiiiii😤
328,Negative,"Tidak bisa lagi sama sekali setelah daftar, sll katanya hubungi admin, gk jelas jg ne aplikasi."
329,Negative,Menu penambahan usulan mandiri tidak bisa di akses/ selalu error setiap kali mau mengajukan data tambahan usulan tolong diperbaiki agar masyarakat bisa lebih mudah untuk mengajukan data usulan .
330,Negative,"Connection reset, connection reset aplikasi apaan ini begini!!! Setres ini lama2 anggaran buat aplikasi gini gede kemanain itu duitnya kaga sesuai anggaran klo aplikasi begini anggarannya gede"
331,Negative,Mau datftar aja susah minta ampun Jaringan eror padahal kuota masih banyak dan jaringannya bagus kenapa pas mau daftar dipersulit. Tolong diperbaiki sistemnya
332,Negative,"Coba lebih diperhatikan lagi, ini aplikasi tidak bisa. Link reset kata sandi, coba diperbaiki. Padahal jaringan bagus, tapi ga bisa akses"
333,Negative,pemerintah kok bikin aplikasi error kaya gini..sangat ga berguna sama sekali..ngabis ngsbisin biyaya aja..kerjaan nya tidur gak memperbaiki bug yang error..makan gaji buta loe pada
334,Neutral,"Setiap mau login tidak bisa katanya akun belom terverivikasi , padahal udah lama terverivikasi. Gimana mu dipake ini aplikasi"
335,Negative,"Aplikasi nya gak bagus, dari awal daftar aja udah error, gak bisa buat akun baru error terus aplikasi nya"
336,Negative,"Kenapa ya aplikasih cek bansos saya tadinya sudah bisa dibuka setelah saya dapat Imel verefikasi ke2, blm sempt saya daftar ank saya kehapus aplikasi cek bansosnya, setela saya instal lagi aplikasinya saya masukkan password nya dan username, cuma selalu akun anda belum ter verefikasi atau eror"
337,Negative,"Tiap kali login selalu saja muncul tulisan ""Error Json Parse"" emangnya siapa sih Json Parse?!!! Tolong dong untuk aplikasinya dibenahi ditingkatkan lagi masa tiap login selalu Error terus"
338,Negative,Aplikasi produk pemerintah indonesia kg ad yg beres nih servernya pada kg kuat jadi error mulu ...padahal waktu daftar ok tapi giliran mau masuk belum terdaftar ...parah parah aplikasi ngabisin data dwng
339,Negative,Sudah daftar dan berhasil... Tp ketika log in selalu gagal keterangannya salah user name dan password padahal sdh benar... Gmn ini
340,Negative,"Saya sudah daftar dan smua sudah benar,pas login gak bisa msuk trus. Mohon data² sya untuk di hpus."
341,Negative,"Aplikasi gak bisa dipakai ini, daftar akun baru ajah gak bisa. Harus hubungi admin, sedangkan admin yg mana dihubungi. Aneh."
342,Negative,"Gk bisa dibuka aplikasinya,begitu verifikasi terakhir lsg blank aplikasinya,aneh padahal ini milik pemerintah semestinya harus bagus servernya tapi kok malah gini."
343,Positive,"Kasih bintang lima, walau sudah terverifikasi dan disetujui itu pun harus menunggu 1 bulan lebih , tapi tetap tidak bisa masuk dalam aplikasi, mantap...mantap....tidak menyesal saya mendownload aplikasi ini, tapi kenapa harus di pertemukan dengan aplikasi seperti ini 😢😭😭😭😭😭😭"
344,Negative,"Aplikasinya jelek, pas mau masuk pendaftaran ""terjadi error aplikasi silahkan hubungin admin"" gak jelas bangat."
345,Negative,"Sudah lama daftar dan berhasil daftar, tapi pas mau login tidak pernah bisa, bahkan sampai dicoba pake lupa pasword tetep aja gak bisa dibuka"
346,Neutral,ini gimana ya saya sudah daftar pas login kok ga bisa masuk padahal nama dan pasword sudah benar jelasin dengan detil aktivasi sebenarnya gimana
347,Negative,useless. Masyarakat dibuat bingung mau cek bansos kemana lagi. Apk ini ga bisa dipake sama sekali. Cabut aja di playstore. Ganti apk yang bisa dipake
348,Negative,"Yang seharusnya bisa membantu malah hanya bikin gregetan,seperti ini aplikasi yang mendukung pemerintah. Mohon untuk di perbaiki karena sangat di bawah setandar"
349,Negative,"saya coba daftarkan akun selalu tidak bisa,,keterangan selalu error dan di suruh hubungi admin,,tolong di perbaiki dong.."
350,Negative,"Sudah daftar tapi gak bisa login,pada ha email sudah diaktivasi kata nya,tapi pas login belum diaktivasi gimana ini mohon solusi nya"
351,Negative,Setiap upload swapfoto dan foto ktp selalu kembali ke halaman awal untuk login..aplikasi aneh dan gak jelas
352,Negative,Aplikasi mu error min. Jangan lupa diperbaiki min. Sia2 ada aplikasi kalo gak bisa dipakai.
353,Positive,Aplikasi ini memang bisa diandal kan kalo hanya untuk mendaptar tapi seharus nya di cantumkan nama dan no NIK baru jelas jadi GK bingung kita karena kalo hanya nama saja susah mbedakan karena nama banyak yang sama
354,Negative,"Sudah daftar dan disuruh log in tapi pas log in katanya nama atau pasword tdk ditemukan atu blm melakukan aktivasi , ada yg tau itu knpa"
355,Negative,"Apakah ini apk ya g ditawarkan pemerintah untuk mengatasi kenaikan BBM.. ? Menyedihkan sekali di kawasan jakarta pusat apk error terus, gimana yg didaerah yaa Dari apk aja sudah tidak mendukung kepada masyarakat, gimana bantuan nya tepat sasaran... Menyedihkan jadi orang kecil yang berharap bantuan seperti kami."
356,Negative,Aplikasi tidak jelas !! Daftar aja muter2 terus padahal sinyal kuat ! Bukanya mempermudah malah Bikin ribet aja!!!
357,Positive,Trimakasih aplikasi ini membuat nambah pengalaman juga dan membuat saya dapat BLT. Dari dulu saya gak pernah dpat sekarang berkat aplikasi ini jadi dapat BLT.
358,Negative,Kenapa saya mau mengusulkan data saya pasttiii selalu dan selalu tulisannya APLIKASI ERROR SILAHKAN HUBUNGI ADMIN. APAKAHSEPETI SAYA INI TIDAK PANTAS MENDAPATKAN BANTUAN.
359,Negative,"Dari awal download sampai sekarang upgrade aplikasi tetap aja nggak bisa dibuka,,,.ini aplikasi nggak banget ,,menuhin memori aja.👹👺👹👺👹👺"
360,Negative,Aplikasi macam apa!! Ini aplikasi buatan pemerintah apa gimana?? Niat ngasih bantuan tapi dipersulit gini! Buat daftar akun aja boro-boro bisa! Aplikasi sampah!!
361,Negative,"nggak tau ini koneksi internet sya yg jelek atau emng aplikasinya udh nggak bs di akses, stiap sya login pke akun dan pasword slalu nggak bs pdhal sya udh dpt email verifikasi dri aplikasi ini"
362,Positive,"Tolong admin aplikasi nya d perbaiki lagi, sy sdh mengisi formulir usulan sampai penuh dan setiap tinggal klik tambah usulan selalu error tolong ini di perbaiki trimakasih 🙏"
363,Negative,"Tidak bisa registrasi,, percuma aplikasi di buat, kalu tidak di fungsional dengan baik. Terimakasih ."
364,Negative,"Aplikasi Dari Kementerian,Yang dari pemerintah pusat. Tidak bisa di gunakan,eror tru. Tolong di perbaiki Menkominfo"
365,Negative,"Aplikasi katro.,udah daftar di bilang nya udah terdaftar,pas login bilangnya belum terdaftar...kaga jelas aplikasi dibuat..."
366,Negative,apasih aplikasi ini mau daftar aja susah enggak bisa pilih provinsi keterangan nya ERROR !! DARK APPLICATION !!
367,Negative,Kenapa ketika saya mau upload photo selfi KTP dan photo KTP langsung eror reset ulang kembali berulang ulang ?? Mohon bantuan nya pihak developer untuk membantu mengatasi masalah saya dan memperbaiki Aplikasinya 🙏🏻🙏🏻🙏🏻 terimakasih
368,Negative,Sangat di sayangkan kalau sistem belum beres. Dan ujung ujung. Berapa triliun uang rakyat terbuang sia sia. Dengan sistem masih JAUH DI HARAPKAN. ADA APA DENGAN IT MU. KURANG BESAR GAJIMU.
369,Negative,Tidak bisa buat daftar saat memasukan foto KTP tiba tiba layar kembali ke menu utama tolong di perbaiki
370,Neutral,Kenapa setiap login tidak bisa atau selalu eror. Keterangan nya harus menghubungi admin aplikasi. @kementriansosialrepublikindonesia🙄
371,Negative,"Ternyata tidak bisa login, jangan nipu org yg sudah susah ditambah susah dgn harapan palsu, data sudah lengkap dikirimkan, takutnya disalah gunakan."
372,Negative,Ada apa ini. Susah sekali untuk daftar... jaringan eror. Padahal sinyal baik baik saja. Muncul eror json pharse diminta hubungi admin. Tolong min... fix it
373,Neutral,"Kenapa ga bisa masuk dan selalu ada tulisan error atau belum ditemukan aktivasi, padahal udah ada email,.. tolong di perbaiki lagi"
374,Negative,Mau buat akun aja sulit banget...mohon di perbaiki...daftar udah bisa masuk..tp aktifasi kok gak di kirim2padahal dah sebulan daftar..
375,Negative,"Aplikasi bagus banget, sengaja instal cuma buat nambah icon dimenu, kalo mau masuk harus nemuin orang dalam dulu kyanya, thats recommended"
376,Negative,Sangat sangat tidak pantas di sebut aplikasi dansos. Burik jelek. Buat apa aplikasi di buat kalau tidak bisa di pakai. Hanya membodohi masyarakat.!!!
377,Negative,"Saya tidak dapat mendaftar, selalu erorr, tolong diperbaiki, kalo sudah diperbaiki, bintang pun akan diperbaiki. Terima kasih"
378,Negative,"Pengisian data sudah,tapi pas mau masuk keterangannya user tidak di temukan dan blum di aktivasi"
379,Negative,"aplikasi t4i 1.gak bisa log in 2.mau aktivasi akun baru error 3.terkhusus untuk kemensos ga usah php in masyarakat kecil, khususnya saya !!!!! asu"
380,Negative,Tolong di tingkat kan lg aplikasinya lupa password sama user name.mau daftar lg gak bisa gimana ya tolong dong yg buat aplikasi lebih di permudah untuk pemakain
381,Negative,Aplikasi gk jelas.dh taftar tpi gk bs masuk.daftar ulang lgi ttp gk bs masuk krn sdh terdaftar .pdhl nama dan password dh bnar .trus buat ap bikin app ini
382,Negative,"Ganti aja namanya jadi aplikasi error. Sekelas apk negara kok kaya gini, developer sekelas teri dikasih kepercayaan buat apk kaya gini. Buang2 anggaran negara doang. Pantes data2 negara gampang dibobol ternyata developernya kelas teri semua."
383,Negative,"Isi daftar.. infonya sudah terdaftar, begitu login sudah sesuai U.N & P.W tetep ajaaaa.... Ga bisa.. APLIKASI KEMENSOS, kok.. pelayanan Spt ini..."
384,Negative,"Kok berhari hari selalu error ya, saya mau daftar selalu tak bisa.. Gimana sih pengembang apk nya..."
385,Negative,Belum bisa memberi yang terbaik. rasanya admin apl nya tidak di cek2 aplikasinya. Data Sudah lama saya ajukan belum di cek-cek juga...
386,Negative,"Aplikasi ini selalu error, saya berkali-kali cek selalu error, saya minta ke pengembang aplikasi agar diperbaiki ke depannya"
387,Negative,Sistem aplikasi milik instansi pemerintah Indon pasti sering perbaikan dan error. Gak beres.
388,Negative,"Nunggu verifikasi via email lama sekali kurang lebih sebulan, udah diverif gabisa login error terus, tolonglah diperbaiki"
389,Negative,"Eror terus,ga bisa buka aplikasi,udah dapat email juga ga bisa di buka linknya,giloran bisa di buka udah exp."
390,Negative,"Error JSON Parse,.. Ini bug nya nggak di fix emangnya , kok udah di up ke production aja.. mau heran tapi ini aplikasi pemerintah ya udah lah"
391,Negative,bintang satu dulu saya sudah daftar satu tahun yg lwt tp knp sampai sekarang blm ada respon dari kemensos padahal semua data sudah benar
392,Negative,"Banyak dan sering sekali error' nya .. pertama susah daftar nya, kedua susah loh in nya dan udh aktiv pun error' muli"
393,Negative,"Sangat kecewa yang tadi terdaftar penerima manfaat sekarang udh kga terdaftar penerima manfaat, padahal saya tidak pernah keluar dari penerima manfaat"
394,Negative,"semua berfungsi dengan baik, cuma 1 tidak bisa membuat usulan,, di perbaiki dulu nanti di tambah bintangnya."
395,Neutral,"Pelayanan kurang baik...saya lupa sandi dan mau ganti password tapi dinkasih link suruh buka link,tpi link nya di bukak cuma muter"" doang..tolong dong di perbaiki lagi .biar penggunaan nya lebih puas....masak mau buka link aja gak bisa"
396,Negative,Tolong diperbaiki masalah saat mau bikin akun baru kenapa selalu muncul (error json parse) padahal datanya sudah benar smua
397,Negative,Aplikasi nya erorr terus pas mau login padahal sudah di update...entah kenapa apa sistem nya atau sinyal nya...
398,Negative,Aplikasi sangat jelek sekali udah berhasil lolos terus lupa sandi mau cek lupa sandi dapat emial mau di klik gagal gak bisa di buka mohon di perbaiki
399,Negative,"Aplikasi sampah, nggak niat apa login aja kaga bisa erorr lah udah buat akun baru pas login malah kaga bisa username invalid lol aplikasi sampah"
400,Negative,"Udah beberapa kali daftar selalu gagal entah itu jaringan nya lah... Dan sekarang muncul lgi ERROR JSON PARSE, tlong ini gmna mengatasinya...."
401,Negative,Saya ksh 1 dlu. Karna gk bsa buka menu aplikasi cek bansos .padahal sya sdh daftar. Skrng aplikasi susah di buka. Padahal sya mau daftarin warga sya blm dpt bantuan
402,Negative,"Sebelum nya klik kecamatan gabisa sekarang sudah bisa mau registrasi malah aplikasi error hubungi admin,ini aplikasi bisa atau gak si sebetulnya"
403,Negative,saya kasih bintang 1 karena setiap sudah bikin akun baru sudah semua selesai ngisi akunnya tapi pas udah selesai malah ada tulisan aplikasi cek bansos telah berhenti ... tolong diperbaiki lagi apl nya
404,Negative,"ini aplikasi mempersulit bukan mempermudah, udah mau buat usulan malah error, hapus aja aplikasinya dari play store kalau gabisa digunakan."
405,Negative,"Kenapa akhir-akhir ini aplikasi sering error. Mohon perbaikannya. Mau login aja susah, muternya kapan selesai nih😄"
406,Negative,Kenapa sering error. Dan bikin akun saja tidak bisa. Apalagi mau login. Tolong yang bikin aplikasi. Jangan mempersulit rakyat.
407,Negative,"Burik, input data eror mulu, kudu sabar banget . giliran upload foto malah nge bug ... Menyebalkan sekali .."
408,Negative,"Sudah daptar tapi gk bisa login.. percuma jga ada aplikasi ini walau pun udah daptar, ttp aja yg dapet mah sodara teman dekat para pegawai desa dan rt rw."
409,Negative,"Gak bisa login, error terus...., kirain lupa password... uda coba install ulang, terus mau coba ganti password,,, eh erorrnya sama ""Error Json Parse"""
410,Negative,"Aneh sekali aplikasi ini, tidak bisa login.. padahal sinyal bagus, wkwkwk.. maklumlah negara konoha"
411,Negative,Terkesan ga berniat atau mungkin cuma untuk ngePRANK rakyat. Padahal aplikasi resmi dari Kemensos.. Hadeuuuuh... Aplikasi kok ga bisa di buka. UNFAEDAH. RATING DIBAWAH 2.0 PARAH.
412,Positive,"Ini aplikasi untuk apa, buat gaya-gayaan kalau nama seseorang terdaftar/terlihat dapat bantuan, tapi setelah dikonfirmasi ke kantor desa tidak ada (tidak dapat) Lebih baik hapus aplikasi ini, jangan bodohi masyarakat. Mohon pihak pembuat aplikasi ini mempertanggung jawabkan hal ini."
413,Positive,Pemerintah yang terhormat kami sebenarnya cuma perlu kemudahan dan keterbukaan dalam mengakses data apalagi yang sifatnya seperti ini. Kalo memang niatnya ngasih bantuan ya usahakan yang tepat sasaran jangan asal ACC yg dikomendasikan dari aparat bisa jadi itu hanyalah sanak family alangkah baik nya cek dulu kondisi sebenarnya. Kalau tidak lewat apk online spt ini dimana lagi kami rakyat kecil yang jauh dari pengayoman aparat mau mengadu. Apk yang kalian buat tidak berfungsi TOLONG DIBENAHI
414,Negative,"Apk cacat, login aja ga bisa, padahal email udah diterima, udah dibilang terdaftar, masak login aja gabisa, hapus aja, ga guna"
415,Negative,"Baru di install mau memilih provinsi saja error terus. Padahal koneksi bagus, suruh coba lagi."
416,Negative,"Gimana mau tau hasil ya dpt bantuan pa gak ya,, di buka juga error mulu... Di suruh hub kontak,, mana kontak ya,, hub sape jadi y."
417,Positive,"Nunggu berhari hari dulu baru bisa aktivasi,semoga aplikasi ini tidak menyalahgunakan data data yang di dalam. Semoga saja. Sukses selalu"
418,Negative,"Reset password aja sulitnya minta ampun, sdh ikuti petunjuk, sampai dapet URL via email, setelah di klik malah muncul notif SITUS TIDAK DAPAT DIJANGKAU, begitu terus sampe kesel dibuatnya. Mohon dibenahi..."
419,Neutral,Kok apps nya aneh ya data sudah terverifikasi dan sudah dapat email 2X tp di data nama saya gak ada ya apps bodong apa gimana ini
420,Negative,Login ga bisa. Sudah disktivasi tapi erorr pasword / belum diaktivasi. Padahal pasword benar
421,Negative,"Apa apaan nih aplikasi, udh daftar semua di isi dgn benar kenapa masih gak bisa log in... Kalo aplikasi gak bisa berguna ya gak usah bikin aplikasi. Caper doang Ama masyarakat kecil!!!!"
422,Negative,Tidak berfungsi dg baik. Muter aja terus sekalinya bisa dibuka GK bisa masukin data coba lagi coba lagi. Benerin LG deh aplikasinya
423,Positive,awal nya gk bisa d buka beberapa bulan lalu sy uninstal tapi kmaren sy k inget lagi sy coba lgi dan alhmdulilha bisa masuk dan ngajuin diri bwt penerima bansos bismilah berhasil mudah2n d setujui
424,Negative,Sunggu mengecewakan saya udhh isi data dngn benar tp pas mau masuk loging kok salah gk masuk ....mohon aplikasinya di percangiin lagi ....trs gmn dengan data yg udh d isi
425,Negative,Aplikasi buruk ga bisa diakses entah kenapa .. apakah sudah ga beroperasi lagi .. error' melulu pas mau login .. dulu2 lancar jaya
426,Positive,Saya daftar ulang malah blm ada dpat email jadi bingung akun sudah terdaftar silahkan login klik lupa password sampai nomor juga sudah blm juga bisa login dapat email nya aja blm gimn bisa sudah terdaftar
427,Negative,"Aplikasi sampah, percuma di buat klo gk bisa membantu, masa error mulu, di update trus tpi masih aja sama kayak sampah gk ada funggsi nya,"
428,Negative,Sudah punya id tpi login gak bisa... Reset pasword dikirim link error... Aplikasi pemerintah kok kayak sampah gak berguna..
429,Negative,"Walaupun Habis di update masih tidak bisa log in,malah tertulis eror json parse maksudnya apa itu,tolong dong di perbaiki lagi"
430,Negative,kk dan ktp semuanya sudah di aktivasi tapi waktu buat daftar di aplikasi ini gk bisa masuk malah belum ada aktifasi keterangannya
431,Neutral,"Kenapa aplikasi ini , kenapa kalau untuk daftarkan orang yang benar benar layak menerima bansos ko susah, kalau emang ngga percaya yang saya daftarkan itu, bisa ko datangi rumah kami."
432,Neutral,"Aplikasinya si bagus, tpi pas saya lupa pasword dan saat saya reset begitu saya dikirim link lanjutan ganti pasword dan saat saya akses linknya kenapa tidak bisa, harus bagaimana cara perbaiki sandi saya, dan saya sangat kecewa saat saya mau usulkan istri saya tapi tidak bisa itu kenapa, harus hubungi admin tapi dimana adminnya"
433,Positive,"Ok untuk saat ini aplikasi sudah bagus kembali. Kita bisa mengajukan usulan, semoga ke depan nya tetap bagus dan semakin membaik👍👍👍👍"
434,Negative,"Aplikasi cacat, mau daftar aja pilih kecamatan eror trus!!! Aplikasi tidak berguna sama sekali"
435,Negative,"Walau sudah ada pembaruan,masih tidak bisa log in dengan kendala error'. Jadi gak ada bedanya sebelum ada pembaruan."
436,Negative,"Sama aja,,sy jg donload ber kali2,,tetap aja gak bisa masuk,,muncul Eror dan blm d aktifasi,,pdhal sy SDH dpt balasan email dr Kemensos,,ttp tetap gak BS masuk,,,ini harus bgmn Kemensos,,,tolong d perbaiki lyanan ini,,"
437,Negative,Aplikasi bodong 3 daftar dan sudah berhasil daftar terus disuruh login setelah login user name tidak terdaftar/tidak diketahui ini aplikasi apaan unistal aja
438,Negative,Aplikasi apa.an udah daftar ini itu pas giliran mau login lagi password dan username salah padahal jelas jelas baru daftar aneh...
439,Negative,Saya tidak bisa mendaftar setiap mau mendaftar selalu eror padahal kondisi jaringan sangat baik tolong segera di perbaiki untuk adminnya
440,Negative,"Sudah buat akun dan sudah dapat email telah teraktivasi, begitu coba masuk masa username/pasword salah, pdahal udh benar dan sebelumnya saya screnscoot biar bisa liat benar apa gak username/pasword saya,curi data aja loe buat loe cairin msuk kantong loe kali ya, jujur woi jujur"
441,Negative,"Sudah update tapi masih sering error, minta tolong di perbaiki supaya kita bisa akses dengan mudah. Terima kasih.."
442,Negative,"Gabisa masuk aduh udah daftar pas mau login belum terdaftar padahal udh ada notif lewat email emang terdaftar tapi pas masuk susah,tolong di perbaiki"
443,Negative,"klo bisa kasih minus pasti saya kasih... kemarin2 masih bisa dibuka eh knp sekarang katanya akun blm diaktivasi ... coba reset password katanya username tidak ditemukan, trus daftar baru katanya nik sudah terdaftar... ini aplikasi buatan pemerintah apa anak sd ya?"
444,Positive,Alhamdulillah sudah berhari2 semua bisa...cek daptar dan usulan mandirinya sudah berhasil di terima..tinggal nunggu cek di dinsos saja.. intinya sabar aja dan terus berjuang...terima kasih wassalam.
445,Negative,"IT nya kurang berpengalaman,,,masih tdk bisa digunakan aplikasi nya ,,bnyak bugs sdkit"" error ,huuhh"
446,Negative,"Tetep ga bisa daftar mungkin dianggap ga layak nerima, cek lapangan dong biar liat layak atau nggak nya. Jangan cuma kira kira atau katanya."
447,Negative,".daftar sudah tp pas login susah ny minta ampun,,app ini aplikasi resmi atw bkn..sy cuma warga yg membutuhkan tolong perbarui data ny.."
448,Negative,"Selalu eror saat nambah usulan, ngadu ke admin, kontak adminnya ga ada, gimana mau ngadu Coba..cuma pajangan aja ni aplikasi, php in pengguna"
449,Negative,"Saat registrasi muncul tulisan error json parse,,udh di coba berkali kali tetap selalu muncul tulisan yg sama"
450,Negative,"Sebaiknya gk usah tayang untuk di download Nih applikasi tipu"" atau apa ya..kok konfirmasi udh ada msuk di email kok mau masuk kok msih tidak bisa ...."
451,Negative,Aplikasi butut . Daftar bilangnya nik sudah terdaftar . Tapi login username blm terdaftar. Verifikasi lewat mana coba .
452,Negative,"Setelah di update versi terbaru aplikasi jadi tidak bisa di gunakan,eror terus. Mohon segera di perbaiki"
453,Negative,"Kok sudah update versi 1.0.7 masih belum bisa registrasi? ,, error nya mentok di opsi pilih Provinsi."
454,Negative,"Baru sign up setelah isi semua data gangguan terus, gak siang gak pagi gak malam, aplikasi sampah!!"
455,Neutral,Biasanya bisa aja masuk Skrg sering error Udah update aplikasi yg terbaru malahan.
456,Negative,"Udah masukin data, pas masuk gak bisa. Keterangannya hanya error' ja. Gak jelas ini aplikasi"
457,Negative,"Aplikasi Ga jelas!! Udah ngajuin, nunggu verifikasi email.. masuk email malah penolakan dengan alasan KTP sudah kadaluwarsa! Padahal ini EKTP Seumur Hidup kenapa harus pake alesan KADALUARSA!!!!!!!"
458,Negative,"kmren pas daftar ga bisa-bisa ampe 3 bulan, giliran apk'nye di apus,eh dpet email klo akun ude aktif,pas login malah eror apk'nye MUKE GILEEEEEE....!!!"
459,Negative,"Katanya mau membantu, tp mau login aja susah banget. Bintang 1 aja udh lbh dari ckup kyanya. Tolong d perbaiki lg sistem nya, bru tar sya tambah bintang nya"
460,Negative,"Tidak bisa login,, padahal sudah buat akun,, tapi tulisan username dan pasword belum di aktivasi"
461,Negative,"Saat saya mau daftar selalu gagal, dan ada tulisan error json proses, kenapa itu ya, padahal saya mau dapet juga bansos, buat mencukupi kebutuhan sehari-hari,ga kaya org kaya yg dpt, uangnya cuma buat poya2"
462,Negative,"Aplikasi gak mutu,pas digunakan saat bantuan keluar pasti kendala banyak,,,ini saatnya para tikus pejabat bermain."
463,Negative,"udah daftar,disuruh login eh pas login malah ada tulisan ""uname tidak ditemukan/belum diaktivasi"". tolong dong perbaiki"
464,Positive,Sekarang sudah bisa daftar. Harus di perbaharui apk nya. Kalau gagal coba lagi coba lagii. Saya baru beres daftar
465,Negative,"Update untuk memperbaiki tidak bisa login dan registrsi.. nyatanya,tetap gak bisa registrasi..."
466,Negative,Aplikasinya error terus gak bisa masuk kenapa ya ? Tolong dong di perbaiki masa gak bisa login pas udah isi data
467,Negative,"Aplikasi nya gak jelas banget,mau daftar data susulan selalu eror !!! Dari awal login eror mulu GK berguna banget aplikasi nya"
468,Negative,"Aplikasi dungu... Ngapain eror direkomendasikan sama aja penipuan, gk bisa dipake,Hapus aja admin Gk berguna buat rakyat yg membutuhkan. Ngulang ratusan kagak masuk-masuk eroor dan alasan aja jawbannya Kayak mainan anak-anak😂 Admin yg terhormat,Bilangin sama pembuatnya, suruh bikin game doraemon aja."
469,Negative,"fitur lupa passwordnya tidak berfungsi dengan baik. berikut response dari link yang diterima di email. {""response"":{""DateRequest"":""2022-12-08"",""Type"":""POST"",""Token"":""NULL"",""Message"":""Link Aktivasi Sudah Expired"",""TotalLength"":0}}"
470,Negative,Mau daftar untuk usulan PKH kenapa tidak bisa ya.... Tulisan nya aplikasi eror... Sipahkan hubungi admin. Padahal saya belum dapat bantuan apapun... Selain kartu KISS
471,Negative,"Maaf cuma 1 bintang, Krna aplikasinya tidak bisa dibuka. Setiap kali buka slalu error"
472,Negative,"Tidak bisa daftar buat akun , eror terus keterangannya hubungi admin , memangnya admin yg mana mau dihubungi, sangat kecewa sudah 3 hri berturut-turut coba daftar slalunya TDK bisa"
473,Negative,"Bisa pulak kementrian yg anggarannya jelas dan besar ga mampu mengelola kestabilan aplikasi android, kalah dengan pihak swasta yg anggarannya jauh dibawah kementrian"
474,Negative,Tak ada gunanya.........lebih baik jangan dowlod sebab walau apapun daftar secara online namun toh juga dinas setempat memantau...walau sekali memantau tetap aja tidak berjalan.salahnya di dinas kabupaten.bukan di pusat.
475,Negative,Tidak bisa login daftar akun baru .tolong aplikasinya disempirnakan lagi padahal sinyal full terus.
476,Negative,Komen nya rata2 sama semua (tidak bisa/susah log in) hrs nya ini kerjasama dgn kemenkoinfo... tambah bandwidth nya biar maksimal
477,Negative,"Mau nambah usulan gak bisa-bisa, ada aja errornya. Ini gimana sih, aplikasinya gak bermanfaat jadinya"
478,Negative,"Mau daftar aja susah banget keterangan ERROR JSON PARSE, padahal sinyal kuat pakai WiFi dan data, gini amat pemerintah buat aplikasi 🤔"
479,Negative,Tolong aplikasi cek bansos ini untuk diperbaiki Lagi karena sering x pada saat pendaftaran Akun baru selalu saja erro... makanya saya berikan bintang 1 dulu
480,Negative,"Pendaftaran di apps nya susah bener sich,, mohon diperbaiki. Eror mulu hasilnya, sebenernya niat ngga sich bikin apps"
481,Negative,Semua aplikasi pemerintah dari perbankan atau ap lah ygdbuat oleh pemerintah atau BUMN semua nya ga jelas ...lemotlah ga sempurna .ap sengaja atau ga becus orang yg kerja nya ataw gaji nya kecil Seperti aplikasi ini dah bkin akun .tapi g bisa masuk .eror trs......... Bagaimana indonesia mo maju sedangkan negara nya g mampu bikin aplikasi ky gini aj erorrrr trss...
482,Neutral,"Ulasan baru : aplikasi sudah normal, hanya untuk data masih pakai data lama. Tolong di update pakai data 2022"
483,Negative,"Yang bikin aplikasi gimana sih? Baru semenit daftar baru, pas login malah invalid melulu. Parah gila."
